subscription_id,customer_id,plan_name,subscription_status,start_date,end_date,monthly_price
479,479,PRO,ACTIVE,2026-04-14,,2499.00
480,480,BASIC,ACTIVE,2026-05-19,,999.00
481,481,PRO,CANCELLED,2025-11-05,2026-08-06,2499.00
482,482,PRO,ACTIVE,2026-01-07,,2499.00
483,483,BASIC,ACTIVE,2026-06-09,,999.00
484,484,BASIC,ACTIVE,2026-06-13,,999.00
485,485,BASIC,ACTIVE,2025-10-31,,999.00
486,486,BASIC,ACTIVE,2025-04-21,,999.00
487,487,PRO,ACTIVE,2026-05-12,,2499.00
488,488,BASIC,ACTIVE,2026-04-27,,999.00
489,489,ENTERPRISE,ACTIVE,2026-05-15,,9999.00
490,490,BASIC,ACTIVE,2026-05-02,,999.00
491,491,PRO,ACTIVE,2026-07-26,,2499.00
492,492,BASIC,ACTIVE,2026-01-21,,999.00
493,493,PRO,ACTIVE,2026-03-15,,2499.00
494,494,BASIC,ACTIVE,2026-06-13,,999.00
495,495,PRO,ACTIVE,2026-03-24,,2499.00
496,496,BASIC,CANCELLED,2026-03-17,2026-03-18,999.00
497,497,BASIC,ACTIVE,2026-04-27,,999.00
498,498,BASIC,ACTIVE,2025-06-21,,999.00
499,499,PRO,ACTIVE,2026-06-24,,2499.00
500,500,BASIC,ACTIVE,2026-03-23,,999.00
501,501,PRO,ACTIVE,2025-10-26,,2499.00
502,502,BASIC,ACTIVE,2026-05-19,,999.00
503,503,PRO,ACTIVE,2025-08-16,,2499.00
504,504,ENTERPRISE,ACTIVE,2025-10-08,,9999.00
505,505,BASIC,CANCELLED,2025-12-07,2026-02-26,999.00
506,506,BASIC,ACTIVE,2026-02-04,,999.00
507,507,BASIC,ACTIVE,2026-05-23,,999.00
508,508,PRO,ACTIVE,2025-12-28,,2499.00
509,509,FREE,ACTIVE,2026-05-30,,0.00
510,510,PRO,ACTIVE,2026-08-10,,2499.00
511,511,BASIC,ACTIVE,2026-05-15,,999.00
512,512,PRO,EXPIRED,2026-01-13,2026-01-28,2499.00
513,513,PRO,ACTIVE,2025-08-02,,2499.00
514,514,ENTERPRISE,ACTIVE,2026-03-23,,9999.00
515,515,BASIC,EXPIRED,2026-06-19,2026-08-08,999.00
516,516,BASIC,ACTIVE,2025-10-19,,999.00
517,517,BASIC,ACTIVE,2025-07-29,,999.00
518,518,BASIC,ACTIVE,2026-03-11,,999.00
519,519,FREE,ACTIVE,2026-07-05,,0.00
520,520,BASIC,CANCELLED,2026-05-31,2026-07-28,999.00
521,521,ENTERPRISE,ACTIVE,2026-03-02,,9999.00
522,522,PRO,ACTIVE,2026-04-22,,2499.00
523,523,PRO,ACTIVE,2026-05-27,,2499.00
524,524,PRO,ACTIVE,2025-10-23,,2499.00
525,525,PRO,ACTIVE,2025-03-28,,2499.00
526,526,FREE,ACTIVE,2025-10-05,,0.00
527,527,FREE,ACTIVE,2026-05-13,,0.00
528,528,BASIC,ACTIVE,2025-05-27,,999.00
529,529,FREE,EXPIRED,2026-06-05,2026-08-20,0.00
530,530,ENTERPRISE,ACTIVE,2025-12-04,,9999.00
531,531,PRO,ACTIVE,2026-04-02,,2499.00
532,532,BASIC,ACTIVE,2026-05-11,,999.00
533,533,BASIC,ACTIVE,2025-07-18,,999.00
534,534,BASIC,ACTIVE,2025-10-24,,999.00
535,535,PRO,ACTIVE,2026-05-24,,2499.00
536,536,BASIC,ACTIVE,2026-04-13,,999.00
537,537,BASIC,ACTIVE,2025-09-24,,999.00
538,538,BASIC,ACTIVE,2026-07-26,,999.00
539,539,BASIC,ACTIVE,2025-10-07,,999.00
540,540,BASIC,ACTIVE,2025-12-20,,999.00
541,541,PRO,CANCELLED,2025-06-27,2026-05-14,2499.00
542,542,BASIC,ACTIVE,2025-05-26,,999.00
543,543,BASIC,ACTIVE,2026-05-01,,999.00
544,544,BASIC,ACTIVE,2026-07-15,,999.00
545,545,ENTERPRISE,ACTIVE,2025-05-02,,9999.00
546,546,BASIC,ACTIVE,2025-12-11,,999.00
547,547,BASIC,ACTIVE,2025-06-16,,999.00
548,548,FREE,ACTIVE,2025-12-22,,0.00
549,549,PRO,ACTIVE,2025-11-01,,2499.00
550,550,PRO,ACTIVE,2026-04-11,,2499.00
551,551,PRO,ACTIVE,2026-04-11,,2499.00
552,552,PRO,ACTIVE,2026-01-23,,2499.00
553,553,PRO,ACTIVE,2026-05-19,,2499.00
554,554,FREE,ACTIVE,2026-04-16,,0.00
555,555,PRO,ACTIVE,2026-01-09,,2499.00
556,556,PRO,ACTIVE,2025-11-08,,2499.00
557,557,BASIC,ACTIVE,2026-05-08,,999.00
558,558,BASIC,ACTIVE,2025-03-07,,999.00
559,559,PRO,ACTIVE,2025-07-27,,2499.00
560,560,PRO,ACTIVE,2026-05-09,,2499.00
561,561,BASIC,ACTIVE,2025-12-24,,999.00
562,562,PRO,ACTIVE,2026-04-08,,2499.00
563,563,FREE,ACTIVE,2026-06-19,,0.00
564,564,FREE,ACTIVE,2026-02-07,,0.00
565,565,BASIC,ACTIVE,2025-07-02,,999.00
566,566,ENTERPRISE,ACTIVE,2025-03-19,,9999.00
567,567,BASIC,ACTIVE,2025-11-05,,999.00
568,568,FREE,ACTIVE,2025-05-17,,0.00
569,569,BASIC,ACTIVE,2026-02-20,,999.00
570,570,PRO,ACTIVE,2025-07-13,,2499.00
571,571,PRO,CANCELLED,2025-08-08,2026-08-21,2499.00
572,572,PRO,ACTIVE,2026-05-18,,2499.00
573,573,PRO,ACTIVE,2025-10-22,,2499.00
574,574,BASIC,ACTIVE,2026-07-04,,999.00
575,575,BASIC,ACTIVE,2025-06-24,,999.00
576,576,BASIC,ACTIVE,2025-12-29,,999.00
577,577,FREE,ACTIVE,2025-11-16,,0.00
578,578,FREE,ACTIVE,2026-05-31,,0.00
579,579,PRO,ACTIVE,2026-05-19,,2499.00
580,580,BASIC,ACTIVE,2025-11-28,,999.00
581,581,PRO,ACTIVE,2026-05-13,,2499.00
582,582,FREE,ACTIVE,2025-06-24,,0.00
583,583,BASIC,ACTIVE,2026-06-15,,999.00
584,584,PRO,ACTIVE,2026-04-29,,2499.00
585,585,PRO,ACTIVE,2025-05-20,,2499.00
586,586,BASIC,ACTIVE,2026-04-17,,999.00
587,587,BASIC,ACTIVE,2026-03-08,,999.00
588,588,PRO,ACTIVE,2026-04-14,,2499.00
589,589,PRO,ACTIVE,2026-07-19,,2499.00
590,590,PRO,ACTIVE,2026-05-09,,2499.00
591,591,BASIC,ACTIVE,2026-07-24,,999.00
592,592,PRO,ACTIVE,2025-11-26,,2499.00
593,593,BASIC,ACTIVE,2025-06-18,,999.00
594,594,BASIC,ACTIVE,2025-06-06,,999.00
595,595,FREE,CANCELLED,2025-12-28,2026-04-04,0.00
596,596,BASIC,EXPIRED,2025-11-26,2026-07-07,999.00
597,597,PRO,ACTIVE,2026-02-18,,2499.00
598,598,BASIC,ACTIVE,2026-01-01,,999.00
599,599,ENTERPRISE,ACTIVE,2025-05-05,,9999.00
600,600,FREE,CANCELLED,2025-12-16,2026-05-04,0.00
601,601,FREE,ACTIVE,2026-04-30,,0.00
602,602,BASIC,ACTIVE,2026-08-04,,999.00
603,603,BASIC,ACTIVE,2025-04-17,,999.00
604,604,PRO,ACTIVE,2026-03-05,,2499.00
605,605,BASIC,ACTIVE,2026-03-31,,999.00
606,606,BASIC,ACTIVE,2026-05-03,,999.00
607,607,PRO,ACTIVE,2026-06-29,,2499.00
608,608,BASIC,ACTIVE,2026-05-11,,999.00
609,609,BASIC,ACTIVE,2026-01-19,,999.00
610,610,BASIC,ACTIVE,2026-05-11,,999.00
611,611,BASIC,EXPIRED,2026-04-14,2026-07-23,999.00
612,612,BASIC,ACTIVE,2025-08-24,,999.00
613,613,BASIC,ACTIVE,2026-05-18,,999.00
614,614,PRO,ACTIVE,2026-04-22,,2499.00
615,615,BASIC,ACTIVE,2026-04-17,,999.00
616,616,BASIC,ACTIVE,2025-11-26,,999.00
617,617,BASIC,ACTIVE,2026-04-14,,999.00
618,618,BASIC,ACTIVE,2026-07-27,,999.00
619,619,PRO,ACTIVE,2026-03-08,,2499.00
620,620,PRO,ACTIVE,2025-12-04,,2499.00
621,621,BASIC,ACTIVE,2026-05-21,,999.00
622,622,BASIC,ACTIVE,2026-03-25,,999.00
623,623,FREE,ACTIVE,2025-12-06,,0.00
624,624,BASIC,ACTIVE,2025-05-21,,999.00
625,625,FREE,ACTIVE,2026-05-23,,0.00
626,626,BASIC,ACTIVE,2025-08-01,,999.00
627,627,PRO,ACTIVE,2026-04-28,,2499.00
628,628,PRO,ACTIVE,2025-02-02,,2499.00
629,629,ENTERPRISE,ACTIVE,2026-03-17,,9999.00
630,630,BASIC,ACTIVE,2025-08-21,,999.00
631,631,BASIC,EXPIRED,2026-05-24,2026-05-30,999.00
632,632,BASIC,ACTIVE,2026-01-10,,999.00
633,633,PRO,ACTIVE,2026-03-02,,2499.00
634,634,PRO,ACTIVE,2026-07-01,,2499.00
635,635,ENTERPRISE,ACTIVE,2026-03-28,,9999.00
636,636,BASIC,ACTIVE,2026-06-02,,999.00
637,637,BASIC,ACTIVE,2026-03-09,,999.00
638,638,PRO,ACTIVE,2026-05-26,,2499.00
639,639,PRO,ACTIVE,2025-05-16,,2499.00
640,640,BASIC,CANCELLED,2025-12-01,2026-05-25,999.00
641,641,BASIC,ACTIVE,2025-12-25,,999.00
642,642,BASIC,EXPIRED,2026-06-09,2026-06-12,999.00
643,643,PRO,ACTIVE,2026-07-12,,2499.00
644,644,BASIC,ACTIVE,2026-01-10,,999.00
645,645,FREE,ACTIVE,2025-09-29,,0.00
646,646,BASIC,ACTIVE,2026-06-08,,999.00
647,647,BASIC,ACTIVE,2025-11-21,,999.00
648,648,PRO,ACTIVE,2026-03-05,,2499.00
649,649,BASIC,ACTIVE,2026-05-12,,999.00
650,650,PRO,ACTIVE,2026-07-10,,2499.00
651,651,BASIC,ACTIVE,2026-08-07,,999.00
652,652,BASIC,ACTIVE,2026-03-06,,999.00
653,653,PRO,ACTIVE,2025-12-06,,2499.00
654,654,BASIC,ACTIVE,2025-08-05,,999.00
655,655,PRO,EXPIRED,2025-05-07,2026-08-14,2499.00
656,656,ENTERPRISE,ACTIVE,2025-12-30,,9999.00
657,657,BASIC,ACTIVE,2026-01-22,,999.00
658,658,PRO,ACTIVE,2025-11-24,,2499.00
659,659,ENTERPRISE,ACTIVE,2026-06-29,,9999.00
660,660,PRO,ACTIVE,2026-04-04,,2499.00
661,661,PRO,ACTIVE,2025-06-28,,2499.00
662,662,BASIC,ACTIVE,2025-10-17,,999.00
663,663,PRO,ACTIVE,2026-05-29,,2499.00
664,664,BASIC,ACTIVE,2025-03-11,,999.00
665,665,PRO,ACTIVE,2026-05-09,,2499.00
666,666,PRO,ACTIVE,2026-06-16,,2499.00
667,667,PRO,ACTIVE,2025-05-18,,2499.00
668,668,PRO,CANCELLED,2025-11-19,2026-08-27,2499.00
669,669,PRO,ACTIVE,2026-04-09,,2499.00
670,670,PRO,CANCELLED,2026-04-29,2026-08-11,2499.00
671,671,BASIC,ACTIVE,2026-02-24,,999.00
672,672,BASIC,CANCELLED,2026-02-12,2026-05-07,999.00
673,673,BASIC,ACTIVE,2025-12-28,,999.00
674,674,BASIC,ACTIVE,2026-01-30,,999.00
675,675,PRO,ACTIVE,2026-04-08,,2499.00
676,676,PRO,ACTIVE,2026-04-08,,2499.00
677,677,PRO,EXPIRED,2026-06-12,2026-07-22,2499.00
678,678,ENTERPRISE,ACTIVE,2025-08-02,,9999.00
679,679,PRO,ACTIVE,2025-12-24,,2499.00
680,680,PRO,ACTIVE,2026-03-09,,2499.00
681,681,BASIC,ACTIVE,2025-10-23,,999.00
682,682,BASIC,ACTIVE,2026-01-22,,999.00
683,683,BASIC,ACTIVE,2026-02-18,,999.00
684,684,BASIC,ACTIVE,2026-07-04,,999.00
685,685,BASIC,ACTIVE,2025-12-01,,999.00
686,686,PRO,ACTIVE,2026-05-04,,2499.00
687,687,BASIC,ACTIVE,2026-05-30,,999.00
688,688,PRO,ACTIVE,2026-01-24,,2499.00
689,689,PRO,ACTIVE,2025-12-03,,2499.00
690,690,PRO,ACTIVE,2026-03-26,,2499.00
691,691,PRO,CANCELLED,2025-06-22,2026-08-20,2499.00
692,692,BASIC,ACTIVE,2026-07-02,,999.00
693,693,BASIC,ACTIVE,2026-05-23,,999.00
694,694,PRO,ACTIVE,2026-06-19,,2499.00
695,695,ENTERPRISE,ACTIVE,2026-07-28,,9999.00
696,696,ENTERPRISE,ACTIVE,2026-02-21,,9999.00
697,697,PRO,ACTIVE,2025-07-09,,2499.00
698,698,ENTERPRISE,ACTIVE,2025-08-10,,9999.00
699,699,PRO,ACTIVE,2026-04-21,,2499.00
700,700,PRO,ACTIVE,2026-01-18,,2499.00
701,701,BASIC,ACTIVE,2025-08-24,,999.00
702,702,BASIC,CANCELLED,2026-02-18,2026-04-12,999.00
703,703,FREE,ACTIVE,2025-11-15,,0.00
704,704,PRO,CANCELLED,2026-05-10,2026-08-11,2499.00
705,705,BASIC,ACTIVE,2025-12-05,,999.00
706,706,BASIC,CANCELLED,2025-07-20,2026-03-04,999.00
707,707,PRO,EXPIRED,2026-04-21,2026-06-22,2499.00
708,708,PRO,ACTIVE,2025-04-13,,2499.00
709,709,BASIC,ACTIVE,2025-11-25,,999.00
710,710,BASIC,ACTIVE,2025-10-24,,999.00
711,711,BASIC,ACTIVE,2026-07-13,,999.00
712,712,BASIC,ACTIVE,2026-02-28,,999.00
713,713,ENTERPRISE,ACTIVE,2025-04-20,,9999.00
714,714,FREE,ACTIVE,2025-08-08,,0.00
715,715,ENTERPRISE,ACTIVE,2025-09-25,,9999.00
716,716,PRO,ACTIVE,2026-05-11,,2499.00
717,717,BASIC,CANCELLED,2025-04-03,2026-02-13,999.00
718,718,PRO,ACTIVE,2025-09-20,,2499.00
719,719,PRO,CANCELLED,2025-07-31,2026-08-15,2499.00
720,720,BASIC,ACTIVE,2025-06-30,,999.00
721,721,BASIC,ACTIVE,2025-09-05,,999.00
722,722,PRO,ACTIVE,2026-06-17,,2499.00
723,723,PRO,ACTIVE,2025-05-10,,2499.00
724,724,PRO,ACTIVE,2025-09-02,,2499.00
725,725,PRO,ACTIVE,2026-07-20,,2499.00
726,726,PRO,ACTIVE,2025-07-09,,2499.00
727,727,BASIC,ACTIVE,2026-05-30,,999.00
728,728,ENTERPRISE,ACTIVE,2025-05-17,,9999.00
729,729,PRO,CANCELLED,2025-04-11,2026-04-19,2499.00
730,730,BASIC,ACTIVE,2026-07-27,,999.00
731,731,BASIC,ACTIVE,2025-09-09,,999.00
732,732,BASIC,ACTIVE,2025-04-30,,999.00
733,733,FREE,ACTIVE,2026-03-10,,0.00
734,734,PRO,EXPIRED,2026-06-01,2026-07-18,2499.00
735,735,BASIC,EXPIRED,2026-05-23,2026-08-23,999.00
736,736,BASIC,ACTIVE,2025-01-20,,999.00
737,737,PRO,ACTIVE,2026-03-20,,2499.00
738,738,BASIC,ACTIVE,2026-04-13,,999.00
739,739,ENTERPRISE,ACTIVE,2025-04-21,,9999.00
740,740,BASIC,ACTIVE,2025-09-18,,999.00
741,741,ENTERPRISE,ACTIVE,2025-12-01,,9999.00
742,742,PRO,CANCELLED,2026-06-28,2026-08-04,2499.00
743,743,PRO,ACTIVE,2026-03-27,,2499.00
744,744,ENTERPRISE,CANCELLED,2025-08-24,2026-03-12,9999.00
745,745,BASIC,ACTIVE,2026-01-15,,999.00
746,746,BASIC,ACTIVE,2026-03-23,,999.00
747,747,PRO,ACTIVE,2026-02-27,,2499.00
748,748,PRO,ACTIVE,2026-07-19,,2499.00
749,749,BASIC,ACTIVE,2025-12-31,,999.00
750,750,PRO,ACTIVE,2026-08-12,,2499.00
751,751,BASIC,ACTIVE,2026-06-27,,999.00
752,752,BASIC,ACTIVE,2026-05-20,,999.00
753,753,BASIC,ACTIVE,2025-07-04,,999.00
754,754,BASIC,ACTIVE,2025-12-25,,999.00
755,755,BASIC,ACTIVE,2025-08-12,,999.00
756,756,BASIC,ACTIVE,2025-11-21,,999.00
757,757,PRO,ACTIVE,2026-03-09,,2499.00
758,758,BASIC,ACTIVE,2026-01-24,,999.00
759,759,PRO,CANCELLED,2026-07-14,2026-08-09,2499.00
760,760,PRO,ACTIVE,2026-04-24,,2499.00
761,761,BASIC,ACTIVE,2026-02-01,,999.00
762,762,PRO,ACTIVE,2025-09-30,,2499.00
763,763,BASIC,EXPIRED,2026-04-04,2026-07-28,999.00
764,764,FREE,ACTIVE,2025-07-12,,0.00
765,765,BASIC,ACTIVE,2025-11-09,,999.00
766,766,BASIC,CANCELLED,2026-03-12,2026-06-26,999.00
767,767,BASIC,ACTIVE,2026-05-09,,999.00
768,768,ENTERPRISE,ACTIVE,2026-06-11,,9999.00
769,769,BASIC,ACTIVE,2026-03-31,,999.00
770,770,FREE,ACTIVE,2026-05-26,,0.00
771,771,PRO,ACTIVE,2025-12-19,,2499.00
772,772,BASIC,ACTIVE,2026-02-21,,999.00
773,773,PRO,ACTIVE,2025-06-05,,2499.00
774,774,PRO,ACTIVE,2026-05-28,,2499.00
775,775,BASIC,ACTIVE,2026-08-11,,999.00
776,776,BASIC,CANCELLED,2026-03-26,2026-05-20,999.00
777,777,PRO,ACTIVE,2025-11-18,,2499.00
778,778,BASIC,ACTIVE,2026-08-14,,999.00
779,779,ENTERPRISE,ACTIVE,2026-06-01,,9999.00
780,780,ENTERPRISE,ACTIVE,2025-09-21,,9999.00
781,781,PRO,ACTIVE,2026-05-22,,2499.00
782,782,BASIC,ACTIVE,2026-03-20,,999.00
783,783,BASIC,ACTIVE,2025-12-24,,999.00
784,784,PRO,CANCELLED,2026-06-03,2026-08-10,2499.00
785,785,BASIC,EXPIRED,2026-03-26,2026-07-07,999.00
786,786,FREE,ACTIVE,2026-04-07,,0.00
787,787,BASIC,CANCELLED,2025-06-21,2026-02-03,999.00
788,788,PRO,ACTIVE,2025-11-26,,2499.00
789,789,FREE,ACTIVE,2026-05-05,,0.00
790,790,PRO,CANCELLED,2026-08-15,2026-08-23,2499.00
791,791,PRO,CANCELLED,2025-08-31,2026-08-21,2499.00
792,792,BASIC,ACTIVE,2026-01-02,,999.00
793,793,PRO,CANCELLED,2025-11-27,2026-08-08,2499.00
794,794,PRO,ACTIVE,2026-07-03,,2499.00
795,795,BASIC,ACTIVE,2025-11-05,,999.00
796,796,ENTERPRISE,ACTIVE,2025-12-08,,9999.00
797,797,BASIC,ACTIVE,2026-05-10,,999.00
798,798,FREE,ACTIVE,2026-03-18,,0.00
799,799,PRO,ACTIVE,2026-01-01,,2499.00
800,800,BASIC,ACTIVE,2025-07-06,,999.00
801,801,PRO,ACTIVE,2025-12-25,,2499.00
802,802,PRO,ACTIVE,2025-05-02,,2499.00
803,803,PRO,ACTIVE,2025-06-07,,2499.00
804,804,PRO,ACTIVE,2026-05-31,,2499.00
805,805,BASIC,ACTIVE,2025-06-06,,999.00
806,806,PRO,ACTIVE,2025-06-10,,2499.00
807,807,PRO,ACTIVE,2026-04-22,,2499.00
808,808,BASIC,ACTIVE,2025-09-29,,999.00
809,809,BASIC,ACTIVE,2026-06-10,,999.00
810,810,BASIC,ACTIVE,2026-03-28,,999.00
811,811,PRO,CANCELLED,2025-08-11,2026-08-24,2499.00
812,812,PRO,ACTIVE,2026-01-23,,2499.00
813,813,BASIC,ACTIVE,2026-08-09,,999.00
814,814,PRO,ACTIVE,2026-03-28,,2499.00
815,815,BASIC,CANCELLED,2026-03-03,2026-07-19,999.00
816,816,PRO,ACTIVE,2026-05-07,,2499.00
817,817,BASIC,ACTIVE,2026-05-16,,999.00
818,818,BASIC,ACTIVE,2026-06-23,,999.00
819,819,PRO,ACTIVE,2025-10-28,,2499.00
820,820,ENTERPRISE,ACTIVE,2026-01-05,,9999.00
821,821,FREE,ACTIVE,2026-07-18,,0.00
822,822,BASIC,ACTIVE,2026-01-06,,999.00
823,823,PRO,ACTIVE,2026-05-29,,2499.00
824,824,FREE,ACTIVE,2025-08-03,,0.00
825,825,BASIC,ACTIVE,2025-10-23,,999.00
826,826,BASIC,ACTIVE,2025-08-25,,999.00
827,827,BASIC,ACTIVE,2026-02-17,,999.00
828,828,BASIC,ACTIVE,2026-06-21,,999.00
829,829,BASIC,ACTIVE,2026-05-03,,999.00
830,830,PRO,ACTIVE,2026-04-28,,2499.00
831,831,BASIC,ACTIVE,2026-02-07,,999.00
832,832,PRO,ACTIVE,2026-03-24,,2499.00
833,833,PRO,ACTIVE,2026-07-23,,2499.00
834,834,BASIC,ACTIVE,2025-04-05,,999.00
835,835,BASIC,ACTIVE,2025-03-03,,999.00
836,836,PRO,ACTIVE,2026-01-18,,2499.00
837,837,BASIC,ACTIVE,2026-04-30,,999.00
838,838,ENTERPRISE,ACTIVE,2025-11-17,,9999.00
839,839,ENTERPRISE,ACTIVE,2026-05-26,,9999.00
840,840,BASIC,ACTIVE,2026-04-09,,999.00
841,841,BASIC,ACTIVE,2026-05-07,,999.00
842,842,PRO,ACTIVE,2025-09-26,,2499.00
843,843,PRO,ACTIVE,2026-03-03,,2499.00
844,844,PRO,EXPIRED,2025-10-08,2026-01-06,2499.00
845,845,PRO,ACTIVE,2026-02-02,,2499.00
846,846,BASIC,ACTIVE,2026-02-02,,999.00
847,847,ENTERPRISE,ACTIVE,2025-12-03,,9999.00
848,848,ENTERPRISE,ACTIVE,2026-02-18,,9999.00
849,849,BASIC,ACTIVE,2026-03-11,,999.00
850,850,PRO,CANCELLED,2025-08-25,2026-06-30,2499.00
851,851,PRO,CANCELLED,2025-10-27,2026-02-10,2499.00
852,852,PRO,ACTIVE,2026-06-08,,2499.00
853,853,PRO,CANCELLED,2026-05-01,2026-08-01,2499.00
854,854,BASIC,ACTIVE,2026-06-07,,999.00
855,855,PRO,ACTIVE,2026-03-06,,2499.00
856,856,PRO,CANCELLED,2026-05-11,2026-07-17,2499.00
857,857,ENTERPRISE,ACTIVE,2025-09-23,,9999.00
858,858,BASIC,ACTIVE,2026-04-24,,999.00
859,859,PRO,ACTIVE,2025-09-02,,2499.00
860,860,ENTERPRISE,ACTIVE,2026-02-14,,9999.00
861,861,PRO,ACTIVE,2026-03-13,,2499.00
862,862,PRO,ACTIVE,2026-06-24,,2499.00
863,863,BASIC,ACTIVE,2025-09-07,,999.00
864,864,PRO,ACTIVE,2026-01-28,,2499.00
865,865,ENTERPRISE,ACTIVE,2025-03-16,,9999.00
866,866,BASIC,ACTIVE,2025-07-01,,999.00
867,867,PRO,ACTIVE,2025-09-07,,2499.00
868,868,BASIC,ACTIVE,2026-03-09,,999.00
869,869,ENTERPRISE,ACTIVE,2025-11-02,,9999.00
870,870,FREE,ACTIVE,2026-01-03,,0.00
871,871,PRO,ACTIVE,2026-08-10,,2499.00
872,872,PRO,ACTIVE,2025-10-28,,2499.00
873,873,PRO,ACTIVE,2025-06-09,,2499.00
874,874,BASIC,ACTIVE,2026-04-22,,999.00
875,875,BASIC,ACTIVE,2026-03-07,,999.00
876,876,BASIC,ACTIVE,2026-06-16,,999.00
877,877,BASIC,ACTIVE,2026-06-06,,999.00
878,878,PRO,ACTIVE,2026-05-23,,2499.00
879,879,BASIC,ACTIVE,2026-02-27,,999.00
880,880,BASIC,ACTIVE,2026-04-10,,999.00
881,881,ENTERPRISE,ACTIVE,2025-10-01,,9999.00
882,882,PRO,ACTIVE,2025-12-20,,2499.00
883,883,FREE,ACTIVE,2025-08-25,,0.00
884,884,PRO,ACTIVE,2026-05-17,,2499.00
885,885,PRO,ACTIVE,2026-06-23,,2499.00
886,886,BASIC,ACTIVE,2026-06-21,,999.00
887,887,PRO,CANCELLED,2026-01-16,2026-03-22,2499.00
888,888,PRO,ACTIVE,2025-10-10,,2499.00
889,889,ENTERPRISE,ACTIVE,2026-03-27,,9999.00
890,890,PRO,CANCELLED,2026-07-09,2026-08-17,2499.00
891,891,BASIC,ACTIVE,2025-05-19,,999.00
892,892,FREE,ACTIVE,2025-12-15,,0.00
893,893,BASIC,ACTIVE,2026-04-07,,999.00
894,894,PRO,ACTIVE,2026-05-25,,2499.00
895,895,BASIC,ACTIVE,2026-08-11,,999.00
896,896,BASIC,ACTIVE,2026-04-14,,999.00
897,897,PRO,ACTIVE,2025-10-29,,2499.00
898,898,ENTERPRISE,ACTIVE,2026-01-17,,9999.00
899,899,PRO,ACTIVE,2025-10-09,,2499.00
900,900,PRO,ACTIVE,2026-06-11,,2499.00
901,901,PRO,CANCELLED,2025-06-23,2026-07-25,2499.00
902,902,PRO,ACTIVE,2026-05-15,,2499.00
903,903,BASIC,ACTIVE,2026-04-02,,999.00
904,904,PRO,ACTIVE,2025-06-14,,2499.00
905,905,FREE,ACTIVE,2026-05-07,,0.00
906,906,BASIC,ACTIVE,2025-10-09,,999.00
907,907,PRO,ACTIVE,2026-04-29,,2499.00
908,908,PRO,ACTIVE,2025-03-29,,2499.00
909,909,PRO,ACTIVE,2025-08-03,,2499.00
910,910,PRO,ACTIVE,2026-03-11,,2499.00
911,911,PRO,CANCELLED,2026-04-06,2026-06-15,2499.00
912,912,PRO,ACTIVE,2026-01-08,,2499.00
913,913,PRO,ACTIVE,2025-04-03,,2499.00
914,914,BASIC,CANCELLED,2026-01-26,2026-04-06,999.00
915,915,ENTERPRISE,ACTIVE,2025-02-22,,9999.00
916,916,BASIC,ACTIVE,2025-12-27,,999.00
917,917,BASIC,ACTIVE,2025-12-10,,999.00
918,918,PRO,ACTIVE,2026-02-09,,2499.00
919,919,BASIC,ACTIVE,2025-05-10,,999.00
920,920,BASIC,ACTIVE,2026-02-12,,999.00
921,921,PRO,ACTIVE,2025-10-23,,2499.00
922,922,BASIC,ACTIVE,2025-10-04,,999.00
923,923,BASIC,ACTIVE,2026-03-23,,999.00
924,924,BASIC,ACTIVE,2026-01-17,,999.00
925,925,PRO,CANCELLED,2026-06-30,2026-07-13,2499.00
926,926,PRO,CANCELLED,2026-01-12,2026-04-05,2499.00
927,927,BASIC,ACTIVE,2025-12-14,,999.00
928,928,BASIC,ACTIVE,2026-04-17,,999.00
929,929,FREE,ACTIVE,2026-08-14,,0.00
930,930,FREE,ACTIVE,2026-02-11,,0.00
931,931,PRO,ACTIVE,2026-03-29,,2499.00
932,932,BASIC,ACTIVE,2026-03-27,,999.00
933,933,PRO,ACTIVE,2026-02-23,,2499.00
934,934,PRO,ACTIVE,2026-02-07,,2499.00
935,935,PRO,ACTIVE,2025-06-01,,2499.00
936,936,ENTERPRISE,ACTIVE,2026-02-03,,9999.00
937,937,PRO,ACTIVE,2025-07-11,,2499.00
938,938,BASIC,ACTIVE,2026-08-03,,999.00
939,939,PRO,ACTIVE,2025-10-18,,2499.00
940,940,PRO,ACTIVE,2026-04-27,,2499.00
941,941,FREE,EXPIRED,2026-03-23,2026-05-24,0.00
942,942,BASIC,ACTIVE,2025-03-23,,999.00
943,943,PRO,ACTIVE,2026-06-12,,2499.00
944,944,BASIC,ACTIVE,2026-06-09,,999.00
945,945,ENTERPRISE,EXPIRED,2026-06-08,2026-07-29,9999.00
946,946,BASIC,ACTIVE,2026-01-07,,999.00
947,947,BASIC,ACTIVE,2026-04-16,,999.00
948,948,BASIC,ACTIVE,2026-04-18,,999.00
949,949,BASIC,ACTIVE,2026-03-27,,999.00
950,950,PRO,ACTIVE,2025-02-07,,2499.00
951,951,BASIC,ACTIVE,2025-11-10,,999.00
952,952,FREE,ACTIVE,2026-01-03,,0.00
953,953,PRO,CANCELLED,2025-10-22,2026-07-13,2499.00
954,954,BASIC,ACTIVE,2025-06-06,,999.00
955,955,BASIC,ACTIVE,2026-04-19,,999.00
956,956,BASIC,ACTIVE,2026-03-25,,999.00
957,957,BASIC,ACTIVE,2026-03-29,,999.00
